10.49	0.10	3	Bccc	Gggg	B2ccc	8	8	2	2	7.34	8.86	10.59	1	1	0	0	0	0	0	0.25	1.51	0.25	1.51	0												
10.50	0.17	2	Eccc	Gggg	E12ccc	8	9	2	1	7.5	0.125	10.68	0	0	0	0	0	0	0.19	0.25	1.8	0.25	2	0.125	2.62	0										
10.56	0.16	4	Dcvc	Acvv	DcvcAcvv	8	9	2	1	8.37	0.83	10.72	0	1	0	0	0	0.25	2.43	0.25	2.43	0	0.46	0	0.46	0.125										
10.58	0.64	1	Avvv	Bvvv	ABvvv	8	9	2	1	8.68	8.31	11.22	1	0	0	0	0	0	0	0.25	8.98	0.25	9.50	0.125	9.63	0										
10.60	0.17	6	Bvvv	Cvvc	BvvvCvvc	8	9	2	1	9	1.62	10.77	0	0	0	0	0	0.25	1.55	0.25	1.65	0.125	2.62	0	1.72	0										
10.70	0.12	2	Bvcc	Ccvc	BvccCcvc	9	9	1	1	0.47	2.30	10.82	0	0	0	0	0	0	0.92	0.125	1.82	0														
10.71	0.71	3	Fccc	Gggg	F2ccc	9	9	1	2	0.61	1.31	11.42	0	0	5.76	0	0	0	2.50	0.25	10.68	0.25	6.72	0												
10.71	0.46	7	Dccc	Gggg	D5ccc	9	9	1	1	0.62	7.49	11.17	0	0	-30	0	0	0.25	6.87	0.25	3.86	0	0.45	0												
10.71	0.40	8	Cccc	Eccc	CcccEccc	9	9	1	1	0.68	6.73	11.12	0	0	175.2	0	0	0.25	3.00	0.25	6.03	0	3.00	0												
10.76	0.31	4	Evvv	Gggg	Evvv	9	9	1	1	1.37	5.97	11.06	0	0	0	0	0	0.25	0.92	0.25	4.59	0	1.41	0												
10.85	0.36	2	Bvcv	Evcc	BvcvEvcc	9	9	1	1	2.73	8.19	11.21	0	0	-8.45	0	0	0.25	1.69	0.25	5.45	0	1.69	0												
10.88	0.07	5	Eccc	Fvcc	EcccFvcc	9	9	1	1	3.22	4.29	10.95	0	0	-150.4	0	0	0	0.4	0.25	1.08	0.125	0.5	0												
10.90	0.22	6	Fccc	Gggg	F7ccc	9	9	1	1	3.51	6.79	11.12	0	0	0	0	0	0.25	3.29	0.25	2.67	0.125	2.67	0	2.06	0										
11.00	0.23	5	Dccv	Gggg	Dccv	9	9	1	1	4.98	8.37	11.22	0	0	0	0	0	0	1.84	0.25	2.02	0.25	3.41	0												
11.12	0.43	6	Dccc	Gggg	D9ccc	9	9	1	2	6.81	3.28	11.55	1	0	0	0	0	0	0	0.25	6.48	0.25	6.48	0												
11.17	0.17	4	Ecvv	Gggg	Ecvv	9	9	1	2	7.62	0.15	11.34	0	1	0	0	0	0.25	2.53	0.25	2.53	0.125														
11.18	0.03	8	Eccc	Fvcc	EcccFvcc	9	9	1	1	7.76	8.26	11.22	1	1	0	0	0	0	0	0.25	0.50	0.25	0.50	0												
11.22	0.12	7	Ecvv	Gggg	Ecvv	9	9	1	1	8.24	10	11.33	0	1	107.1	0	0	0.25	1.75	0.25	1.75	0	0.09	0												
11.34	0.60	4	Ecvv	Gggg	Ecvv	9	9	2	2	0.13	9.18	11.95	0	1	63.4	0	0	0	0.125	0.25	9.04	0.25	9.04	0												
11.35	0.17	2	Avcc	Cccv	AvccCccv	9	9	2	2	0.23	2.78	11.52	0	0	0	0	0	0.25	0.44	0.25	2.55	0	0.55	0												
11.38	0.24	1	Ecvc	Gggg	Ecvc	9	9	2	2	0.76	4.36	11.62	1	0	0	0	0	0	0	0.25	3.60	0														
11.42	0.19	3	Ecvv	Gggg	Ecvv	9	9	2	2	1.28	4.20	11.61	0	1	0	0	0	0.25	2.92	0.25	2.92	0	0.83	0												
11.52	0.26	2	Dvvv	Gggg	Dvvv	9	9	2	2	2.78	6.68	11.78	1	0	0	0	0	0	0	0.25	3.90	0.25	3.55	0.125	2.58	0										
11.57	0.73	1	Dccc	Gggg	D4ccc	9	10	2	1	3.48	4.39	12.29	0	1	171.2	0	0	0.25	10.90	0.25	10.90	0	1.52	0												
11.62	0.24	3	Accc	Dccc	AcccDccc	9	9	2	2	4.32	7.89	11.86	1	1	0	0	0	0	0	0.25	3.57	0.25	3.57	0												
11.64	0.23	6	Accc	Bcvc	AcccBcvc	9	9	2	2	4.60	8.01	11.87	0	0	0	0	0	0.25	3.39	0.25	1.56	0.1														
11.65	0.73	5	Evcc	Fvcv	EvccFvcv	9	10	2	1	4.71	5.70	12.38	1	0	0	0	0	0	0	0.25	11	0.25	7.89	0												
11.67	0.11	8	Avvv	Bvvv	ABvvv	9	9	2	2	4.99	6.61	11.77	0	0	0	0	0	0.25	0.92	0.25	2.28	0	0.90	0	0.97	0.125										
11.68	0.26	7	Avvv	Gggg	Avvv	9	9	2	2	5.22	9.17	11.94	1	0	0	0	0	0	0	0.25	3.44	0.25	3.94	0												
11.82	0.07	2	Bccc	Eccc	BcccEccc	9	9	2	2	7.36	8.44	11.90	0	0	0	0	0	0.125	0	0.25	1.08	0.25	1.03	0												
11.84	0.11	6	Dvvv	Gggg	Dvvv	9	9	2	2	7.66	9.24	11.95	0	0	5.4	0	0	0	1.48	0.125	1.59	0														
11.86	0.27	3	Cvcv	Gggg	Cvcv	9	10	2	1	7.90	1.88	12.13	0	0	-41.3	0	0	0.25	3.52	0.25	4.02	0	3.21	0												
11.93	0.13	2	Cvcv	Gggg	Cvcv	9	10	2	1	8.90	0.842	12.06	1	1	0	0	0	0	0	0.25	1.91	0.25	1.91	0												
11.93	0.21	8	Dccv	Gggg	Dccv	9	10	2	1	8.98	2.06	12.14	0	1	0	0	0	0	0	0.125	0.25	0.25	3.06	0.25	3.06	0										
11.94	0.45	4	Bccc	Gggg	B2ccc	9	10	2	1	9.14	5.89	12.39	1	1	0	0	0	0	0	0.25	6.73	0.25	6.73	0												
11.95	0.54	7	Fcvv	Gggg	Fcvv	9	10	2	1	9.18	7.30	12.49	0	0	0	0	0	0.125	0	0.25	8.12	0.25	6.48	0	0.125	0										
12.11	0.19	2	Dvcv	Fvvc	DvcvFvvc	10	10	1	1	1.7	4.59	12.31	0	0	169.7	0	0	0.125	0.64	0.25	1.51	0.25	2.88	0	0.97	0										
12.14	1.00	8	Dcvc	Acvv	DcvcAcvv	10	10	1	2	2.05	7.07	13.14	0	0	-176.2	0	0	0	3.81	0.25	15	0.25	11.25	0												
12.21	0.53	3	Bccc	Fccc	BcccFccc	10	10	1	2	3.13	1.12	12.74	0	1	0	0	0	0	0.59	0.125	0.59	0.25	8.06	0.25	8.06	0										
12.34	0.37	2	Dvcv	Fvvc	DvcvFvvc	10	10	1	2	5.11	0.62	12.71	1	0	11.9	1	0	0	0	0.25	5.54	0.25	4.46	0												
12.46	0.52	6	Accv	Gggg	Accv	10	10	1	2	6.88	4.73	12.98	0	0	-5.7	0	0	0.25	5.28	0.25	7.86	0	2.45	0												
12.46	0.67	4	Ecvv	Gggg	Ecvv	10	10	1	2	6.89	7.01	13.13	1	0	3.92	1	0	0	0	0.25	10.12	0.25	6.41	0												
12.64	0.21	7	Evvv	Gggg	Evvv	10	10	1	2	9.62	2.79	12.85	0	0	-23.4	1	0	0.25	2.63	0.25	3.19	0	1.61	0												
12.65	0.45	1	Bvvc	Gggg	Bvvc	10	10	1	2	9.82	6.61	13.11	1	0	0	0	0	0	0	0.25	5.80	0.25	3.79	0												
12.74	0.16	2	Fvcv	Gggg	Fvcv	10	10	2	2	1.10	3.45	12.90	1	0	-138.3	0	0	0	0	0.25	2.34	0.25	2.14	0												
12.78	0.47	3	Cccc	Gggg	C2ccc	10	10	2	2	1.75	8.85	13.26	0	0	-6.9	0	0	0.25	4.61	0.25	7.19	0	2.04	0												
12.79	0.50	5	Accc	Eccc	A1cccEccc	10	10	2	2	1.86	9.34	13.29	0	0	8.5	0	0	0	3.49	0.25	7.42	0.25	5.65	0												
12.88	0.27	7	Evvv	Fcvv	EvvvFcvv	10	10	2	2	3.16	7.20	13.15	1	1	0	0	0	0	0	0.25	4.04	0.25	4.04	0												
12.99	0.29	6	Evvv	Gggg	Evvv	10	10	2	2	4.78	9.14	13.28	0	0	0	0	0	0.25	2.25	0.25	4.37	0	1.74	0												
13.03	0.38	8	Bvvv	Cvvc	BvvvCvvc	10	11	2	1	5.40	1.16	13.41	0	0	0	0	0	0	3.31	0.25	5.75	0														
13.08	0.76	2	Cccc	Gggg	C6ccc	10	11	2	1	6.17	7.53	13.84	0	0	0	0	0	0	2.23	0.25	11.34	0.25	11.09	0												
13.12	0.27	1	Cvvv	Dvvv	CDvvv	10	11	2	1	6.73	0.82	13.39	0	0	-173.5	0	0	0.25	4.07	0.25	2.77	0	0.35	0												
13.17	0.60	7	Bccv	Eccc	BccvEccc	10	11	2	1	7.51	6.48	13.77	0	0	165.3	0	0	0.25	7.97	0.25	9.0	0	0.88	0												
13.33	0.67	1	Dvvv	Gggg	Dvvv	11	11	1	2			14.00																								
13.33	0.67	2	Fvcv	Gggg	Fvcv	11	11	1	2			14.00																								
13.33	0.00	3	Bvcv	Evcc	BvcvEvcc	11	11	1	1			13.33																								
13.33	0.67	4	Cccc	Fccc	CcccFccc	11	11	1	2			14.00																								
13.33	0.00	5	Dccc	Gggg	D6ccc	11	11	1	1			13.33																								
13.33	0.00	5	Fvcc	Evvv	FvccEvvv	11	11	1	1			13.33																								
13.33	0.00	8	Bccc	Cccc	BcccCccc	11	11	1	1			13.33																								
14.00	0.00	2	Accc	Fccc	A2cccFccc	11	11	2	2			14.00																								
14.00	0.67	5	Fvcv	Gggg	Fvcv	11	12	2	1			14.67																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
-2.00	0.00											-2.00																								
